
Epoch 0 --> 0/5, i=  10/600, -2.00dB/75Hz, Tr_BER=0.531596, L_CE=0.658867, Now=00:20:57
Epoch 0 --> 0/5, i=  20/600, -3.00dB/75Hz, Tr_BER=0.513419, L_CE=0.650080, Now=00:21:25
Epoch 0 --> 0/5, i=  30/600, -2.00dB/75Hz, Tr_BER=0.507853, L_CE=0.644102, Now=00:21:56
Epoch 0 --> 0/5, i=  40/600, -2.00dB/75Hz, Tr_BER=0.504713, L_CE=0.638036, Now=00:22:29
Epoch 0 --> 0/5, i=  50/600, -2.00dB/75Hz, Tr_BER=0.503341, L_CE=0.630773, Now=00:23:02
Epoch 0 --> 0/5, i=  60/600, -2.00dB/75Hz, Tr_BER=0.503096, L_CE=0.621658, Now=00:23:33
Epoch 0 --> 0/5, i=  70/600, -1.00dB/75Hz, Tr_BER=0.503866, L_CE=0.610462, Now=00:24:03
Epoch 0 --> 0/5, i=  80/600, -1.00dB/75Hz, Tr_BER=0.504908, L_CE=0.597573, Now=00:24:29
Epoch 0 --> 0/5, i=  90/600, -2.00dB/75Hz, Tr_BER=0.505880, L_CE=0.583433, Now=00:24:57
Epoch 0 --> 0/5, i= 100/600, -2.00dB/75Hz, Tr_BER=0.507040, L_CE=0.568791, Now=00:25:26
Epoch 0 --> 0/5, i= 110/600, -1.00dB/75Hz, Tr_BER=0.508170, L_CE=0.555232, Now=00:25:55
Epoch 0 --> 0/5, i= 120/600, -2.00dB/75Hz, Tr_BER=0.509153, L_CE=0.542860, Now=00:26:21
Epoch 0 --> 0/5, i= 130/600, -2.00dB/75Hz, Tr_BER=0.510061, L_CE=0.531987, Now=00:26:49
Epoch 0 --> 0/5, i= 140/600, -2.00dB/75Hz, Tr_BER=0.511021, L_CE=0.522783, Now=00:27:18
Epoch 0 --> 0/5, i= 150/600, -1.00dB/75Hz, Tr_BER=0.511783, L_CE=0.514178, Now=00:27:45
Epoch 0 --> 0/5, i= 160/600, -2.00dB/75Hz, Tr_BER=0.512300, L_CE=0.506356, Now=00:28:13
Epoch 0 --> 0/5, i= 170/600, -2.00dB/75Hz, Tr_BER=0.512937, L_CE=0.499657, Now=00:28:41
Epoch 0 --> 0/5, i= 180/600, -2.00dB/75Hz, Tr_BER=0.513588, L_CE=0.493674, Now=00:29:08
Epoch 0 --> 0/5, i= 190/600, -2.00dB/75Hz, Tr_BER=0.514024, L_CE=0.487976, Now=00:29:36
Epoch 0 --> 0/5, i= 200/600, -1.00dB/75Hz, Tr_BER=0.514534, L_CE=0.482892, Now=00:30:03
Epoch 0 --> 0/5, i= 210/600, -2.00dB/75Hz, Tr_BER=0.514922, L_CE=0.478232, Now=00:30:30
Epoch 0 --> 0/5, i= 220/600, -2.00dB/75Hz, Tr_BER=0.515355, L_CE=0.473965, Now=00:30:57
Epoch 0 --> 0/5, i= 230/600, -2.00dB/75Hz, Tr_BER=0.515693, L_CE=0.470125, Now=00:31:25
Epoch 0 --> 0/5, i= 240/600, -1.00dB/75Hz, Tr_BER=0.516022, L_CE=0.466396, Now=00:31:51
Epoch 0 --> 0/5, i= 250/600, -2.00dB/75Hz, Tr_BER=0.516332, L_CE=0.463015, Now=00:32:16
Epoch 0 --> 0/5, i= 260/600, -2.00dB/75Hz, Tr_BER=0.516599, L_CE=0.459871, Now=00:32:44
Epoch 0 --> 0/5, i= 270/600, -2.00dB/75Hz, Tr_BER=0.516856, L_CE=0.456944, Now=00:33:12
Epoch 0 --> 0/5, i= 280/600, -2.00dB/75Hz, Tr_BER=0.517088, L_CE=0.454233, Now=00:33:37
Epoch 0 --> 0/5, i= 290/600, -2.00dB/75Hz, Tr_BER=0.517280, L_CE=0.451648, Now=00:34:05
Epoch 0 --> 0/5, i= 300/600, -2.00dB/75Hz, Tr_BER=0.517539, L_CE=0.449327, Now=00:34:31
Epoch 0 --> 0/5, i= 310/600, -1.00dB/75Hz, Tr_BER=0.517722, L_CE=0.447093, Now=00:34:58
Epoch 0 --> 0/5, i= 320/600, -2.00dB/75Hz, Tr_BER=0.517874, L_CE=0.444940, Now=00:35:27
Epoch 0 --> 0/5, i= 330/600, -2.00dB/75Hz, Tr_BER=0.517986, L_CE=0.442727, Now=00:35:54
Epoch 0 --> 0/5, i= 340/600, -1.00dB/75Hz, Tr_BER=0.518182, L_CE=0.440784, Now=00:36:24
Epoch 0 --> 0/5, i= 350/600, -2.00dB/75Hz, Tr_BER=0.518325, L_CE=0.438980, Now=00:36:50
Epoch 0 --> 0/5, i= 360/600, -2.00dB/75Hz, Tr_BER=0.518423, L_CE=0.437159, Now=00:37:17
Epoch 0 --> 0/5, i= 370/600, -2.00dB/75Hz, Tr_BER=0.518519, L_CE=0.435522, Now=00:37:45
Epoch 0 --> 0/5, i= 380/600, -1.00dB/75Hz, Tr_BER=0.518612, L_CE=0.433946, Now=00:38:15
Epoch 0 --> 0/5, i= 390/600, -2.00dB/75Hz, Tr_BER=0.518771, L_CE=0.432520, Now=00:38:40
Epoch 0 --> 0/5, i= 400/600, -2.00dB/75Hz, Tr_BER=0.518868, L_CE=0.431057, Now=00:39:08
Epoch 0 --> 0/5, i= 410/600, -2.00dB/75Hz, Tr_BER=0.519005, L_CE=0.429712, Now=00:39:35
Epoch 0 --> 0/5, i= 420/600, -2.00dB/75Hz, Tr_BER=0.519107, L_CE=0.428421, Now=00:40:05
Epoch 0 --> 0/5, i= 430/600, -1.00dB/75Hz, Tr_BER=0.519197, L_CE=0.427229, Now=00:40:33
Epoch 0 --> 0/5, i= 440/600, -2.00dB/75Hz, Tr_BER=0.519285, L_CE=0.426060, Now=00:41:02
Epoch 0 --> 0/5, i= 450/600, -2.00dB/75Hz, Tr_BER=0.519352, L_CE=0.424905, Now=00:41:27
Epoch 0 --> 0/5, i= 460/600, -1.00dB/75Hz, Tr_BER=0.519471, L_CE=0.423860, Now=00:41:54
Epoch 0 --> 0/5, i= 470/600, -1.00dB/75Hz, Tr_BER=0.519573, L_CE=0.422831, Now=00:42:19
Epoch 0 --> 0/5, i= 480/600, -1.00dB/75Hz, Tr_BER=0.519642, L_CE=0.421808, Now=00:42:47
Epoch 0 --> 0/5, i= 490/600, -2.00dB/75Hz, Tr_BER=0.519737, L_CE=0.420883, Now=00:43:14
Epoch 0 --> 0/5, i= 500/600, -2.00dB/75Hz, Tr_BER=0.519779, L_CE=0.419867, Now=00:43:43
Epoch 0 --> 0/5, i= 510/600, -2.00dB/75Hz, Tr_BER=0.519859, L_CE=0.418996, Now=00:44:11
Epoch 0 --> 0/5, i= 520/600, -1.00dB/75Hz, Tr_BER=0.519907, L_CE=0.418102, Now=00:44:40
Epoch 0 --> 0/5, i= 530/600, -1.00dB/75Hz, Tr_BER=0.519982, L_CE=0.417264, Now=00:45:05
Epoch 0 --> 0/5, i= 540/600, -2.00dB/75Hz, Tr_BER=0.520056, L_CE=0.416502, Now=00:45:31
Epoch 0 --> 0/5, i= 550/600, -1.00dB/75Hz, Tr_BER=0.520117, L_CE=0.415702, Now=00:46:00
Epoch 0 --> 0/5, i= 560/600, -2.00dB/75Hz, Tr_BER=0.520168, L_CE=0.414942, Now=00:46:27
Epoch 0 --> 0/5, i= 570/600, -2.00dB/75Hz, Tr_BER=0.520216, L_CE=0.414152, Now=00:46:57
Epoch 0 --> 0/5, i= 580/600, -1.00dB/75Hz, Tr_BER=0.520257, L_CE=0.413385, Now=00:47:25
Epoch 0 --> 0/5, i= 590/600, -1.00dB/75Hz, Tr_BER=0.520304, L_CE=0.412688, Now=00:47:54
Epoch 0 --> 0/5, i= 600/600, -2.00dB/75Hz, Tr_BER=0.520370, L_CE=0.412040, Now=00:48:19
Epoch 0 --> 1/5, i=  10/600, -1.00dB/75Hz, Tr_BER=0.517797, L_CE=0.389092, Now=00:49:25
Epoch 0 --> 1/5, i=  20/600, -2.00dB/75Hz, Tr_BER=0.520642, L_CE=0.384761, Now=00:49:49
Epoch 0 --> 1/5, i=  30/600, -2.00dB/75Hz, Tr_BER=0.521315, L_CE=0.381491, Now=00:50:17
Epoch 0 --> 1/5, i=  40/600, -2.00dB/75Hz, Tr_BER=0.521061, L_CE=0.378788, Now=00:50:42
Epoch 0 --> 1/5, i=  50/600, -2.00dB/75Hz, Tr_BER=0.521232, L_CE=0.376945, Now=00:51:07
Epoch 0 --> 1/5, i=  60/600, -2.00dB/75Hz, Tr_BER=0.521397, L_CE=0.376098, Now=00:51:35
Epoch 0 --> 1/5, i=  70/600, -2.00dB/75Hz, Tr_BER=0.521424, L_CE=0.375075, Now=00:52:01
Epoch 0 --> 1/5, i=  80/600, -1.00dB/75Hz, Tr_BER=0.521567, L_CE=0.374201, Now=00:52:24
Epoch 0 --> 1/5, i=  90/600, -2.00dB/75Hz, Tr_BER=0.521822, L_CE=0.374182, Now=00:52:52
Epoch 0 --> 1/5, i= 100/600, -2.00dB/75Hz, Tr_BER=0.521854, L_CE=0.373730, Now=00:53:17
Epoch 0 --> 1/5, i= 110/600, -2.00dB/75Hz, Tr_BER=0.522019, L_CE=0.373610, Now=00:53:45
Epoch 0 --> 1/5, i= 120/600, -1.00dB/75Hz, Tr_BER=0.522174, L_CE=0.373562, Now=00:54:10
Epoch 0 --> 1/5, i= 130/600, -2.00dB/75Hz, Tr_BER=0.522270, L_CE=0.373360, Now=00:54:38
Epoch 0 --> 1/5, i= 140/600, -1.00dB/75Hz, Tr_BER=0.522263, L_CE=0.372873, Now=00:55:04
Epoch 0 --> 1/5, i= 150/600, -2.00dB/75Hz, Tr_BER=0.522332, L_CE=0.372856, Now=00:55:30
